2	7	816	1185	2	469
2	6	1306	1430	3	366
2	7	1662	1662	3	477
2	6	1782	1782	4	352
2	7	1893	1893	4	231
2	8	585	1899	2	464
2	7	2370	2370	5	477
2	8	2603	2727	3	704
2	7	2952	2952	6	582
2	7	3648	3655	7	696
2	7	4013	4136	8	358
2	1	5237	5244	1	0
2	7	12805	12805	9	8669
2	4	14639	14876	2	14518
2	1	14876	14876	2	9632
2	1	17595	17595	3	2719
2	7	17826	17826	10	5021
2	1	18045	18045	4	450
2	5	18157	18164	1	0
2	7	19951	20320	11	2125
2	3	21802	21802	3	21213
2	9	21802	21802	1	0
2	5	21928	21928	2	3764
2	1	22050	22050	5	4005
2	4	22050	22050	3	7174
2	1	84191	84542	6	62141
2	7	84312	84542	12	63992
2	7	85751	85751	13	1209
2	1	86911	86911	7	2369
2	1	87505	87505	8	594
2	4	90378	90378	4	68328
2	1	90378	90378	9	2873
2	9	90490	90609	2	68688
2	3	90490	90609	4	68688
2	1	90848	91080	10	470
2	6	91202	91202	5	89420
2	4	90958	91431	5	580
2	3	91316	91677	5	707
2	4	91566	91677	6	135
2	7	92056	92186	14	6305
2	3	92186	92186	6	509
2	6	92181	92307	6	979
2	4	92056	92416	7	379
2	7	92527	92531	15	341
2	6	92531	92654	7	224
2	7	92779	93380	16	248
2	6	92893	93380	8	239
2	6	93861	93861	9	481
2	4	92654	93985	8	238
2	6	94109	94233	10	248
2	6	94468	94719	11	235
2	4	94114	95476	9	129
2	6	95215	95615	12	496
2	9	91431	95731	3	822
2	4	95496	95731	10	20
2	7	93861	96102	17	481
2	6	96464	96464	13	849
2	6	96602	96602	14	138
2	4	96102	96850	11	371
2	6	96850	97431	15	248
2	7	96464	97438	18	362
2	4	97184	97803	12	334
2	9	96102	97931	4	371
2	6	97803	98045	16	372
2	7	97803	98879	19	365
2	3	92661	99110	7	475
2	4	98052	99110	13	249
2	6	98283	99110	17	238
2	9	98393	99225	5	462
2	3	99474	99816	8	364
2	9	99706	99816	6	481
2	4	99706	99939	14	596
2	9	100299	100299	7	483
2	1	100425	100425	11	9345
2	3	100425	100537	9	609
2	3	100665	100665	10	128
2	3	100904	100904	11	239
2	3	101040	102858	12	136
2	4	103098	103098	15	3159
2	7	102502	103324	20	3623
2	1	103098	103324	12	2673
2	7	104159	104159	21	835
2	3	103331	104271	13	473
2	3	104642	104642	14	371
2	3	105002	106047	15	360
2	7	106523	106775	22	2364
2	3	106404	107125	16	357
2	7	107132	107265	23	357
2	3	107387	107401	17	262
2	7	107653	107660	24	388
2	3	107660	107660	18	259
2	7	107909	108157	25	249
2	3	108164	108282	19	504
2	9	108410	108410	8	8111
2	7	108524	108524	26	367
2	3	108763	108763	20	481
2	7	109517	109643	27	993
2	1	109868	109868	13	6544
2	7	109868	109868	28	225
2	7	110222	110222	29	354
2	3	110222	110222	21	1459
2	1	110222	110331	14	354
2	3	110574	111077	22	352
2	7	110574	111077	30	352
2	1	110953	111077	15	622
2	7	111693	111693	31	616
2	3	111810	111810	23	733
2	7	111942	112191	32	249
2	3	112064	112421	24	254
2	3	113118	113118	25	697
2	3	113711	114318	26	593
2	3	114892	116328	27	574
2	4	115840	116454	16	12742
2	1	115840	116461	16	4763
2	9	116584	117188	9	8174
2	3	117434	117560	28	1106
2	3	117812	117932	29	252
2	3	118394	119454	30	462
2	1	119218	119454	17	2757
2	4	119341	119454	17	2887
2	9	202198	203273	10	85010
2	4	202071	203756	18	82617
2	4	204351	204475	19	595
2	9	204468	204830	11	1195
2	9	205194	205194	12	364
2	9	205323	205323	13	129
2	4	204823	205446	20	348
2	3	202191	205559	31	82737
2	3	206646	206646	32	1087
2	4	209314	209314	21	3868
2	3	209427	209547	33	2781
2	9	209547	209674	14	4224
2	9	210029	210139	15	355
2	4	210139	210379	22	825
2	9	210634	210634	16	495
2	3	209913	211221	34	366
2	4	211103	211338	23	724
2	9	211221	211338	17	587
2	9	254308	254787	18	42970
2	9	255021	255962	19	234
2	9	256088	257292	20	126
2	9	257650	258503	21	358
2	9	258983	258990	22	480
2	9	259248	260319	23	258
2	9	260690	265476	24	371
2	9	265849	267406	25	373
2	9	267661	268290	26	255
2	9	268429	269247	27	139
2	9	270420	270420	28	1173
2	9	271628	273671	29	1208
2	9	274028	278821	30	357
2	3	336711	336711	35	125490
2	3	337323	337330	36	612
2	8	337330	337330	4	334603
2	1	337330	337330	18	217876
2	8	338277	338429	5	947
2	6	338284	338429	18	239174
2	5	338556	338556	3	316628
2	1	338556	338556	19	1226
2	9	338284	338779	31	59463
2	8	338779	338779	6	350
2	3	338779	338779	37	1449
2	7	339018	339039	33	226827
2	3	339162	339162	38	383
2	3	339521	339521	39	359
2	3	340610	340610	40	1089
2	7	340727	340727	34	1688
2	8	340727	340734	7	1948
2	1	341078	341078	20	2522
2	3	340968	341193	41	358
2	5	341776	341776	4	3220
2	7	342522	342522	35	1795
2	5	342522	342522	5	746
2	7	343100	343242	36	578
2	5	343242	343242	6	720
2	5	343604	343718	7	362
2	5	344197	344197	8	479
2	9	344308	344308	32	5529
2	8	344308	344308	8	3574
2	7	344544	344544	37	1302
2	6	344197	345018	19	5768
2	5	344544	345018	9	347
2	1	345133	345133	21	4055
2	1	345632	345632	22	499
2	3	345133	345744	42	3940
2	3	345988	346216	43	244
2	1	346216	346216	23	584
2	1	346557	346564	24	341
2	5	346790	346790	10	1772
2	3	346564	346918	44	348
2	1	347044	347044	25	480
2	3	347412	348260	45	494
2	1	347538	348623	26	494
2	3	348497	348623	46	237
2	3	348864	349087	47	241
2	7	348975	349325	38	4431
2	1	348864	349809	27	241
2	7	349693	349927	39	368
2	7	350288	350295	40	361
2	9	350288	350295	33	5980
2	1	350295	350663	28	486
2	7	350552	351025	41	257
2	7	351263	351523	42	238
2	3	349565	351874	48	478
2	1	351389	351881	29	726
2	8	351888	351888	9	7580
2	7	352013	352013	43	490
2	1	352123	352123	30	242
2	3	352123	352253	49	249
2	3	352622	352622	50	369
2	3	352988	352988	51	366
2	3	353339	353339	52	351
2	7	353339	353339	44	1326
2	3	353708	353708	53	369
2	1	353818	353818	31	1695
2	7	353596	354051	45	257
2	3	353941	354166	54	233
2	3	354643	354763	55	477
2	1	354763	354763	32	945
2	7	354763	354898	46	712
2	8	355009	355009	10	3121
2	6	355009	355016	20	9991
2	4	355009	355016	24	143671
2	7	355130	355130	47	232
2	3	355475	355475	56	712
2	7	355833	356070	48	703
2	3	356070	356070	57	595
2	7	356439	356439	49	369
2	7	357748	357748	50	1309
2	9	358004	358004	34	7709
2	3	358237	358237	58	2167
2	3	358973	358973	59	736
2	7	358719	359090	51	971
2	5	359311	359311	11	12521
3	1	121	236	1	0
3	5	236	236	1	0
3	4	236	585	1	0
3	5	585	585	2	349
3	6	585	585	1	0
3	1	585	585	2	349
3	8	121	700	1	0
3	5	816	816	3	231
3	9	1062	6969	1	0
3	9	7323	9611	2	354
3	9	9963	10324	3	352
3	9	10680	11890	4	356
3	9	12233	16898	5	343
3	2	17727	17843	1	0
3	8	19143	19143	2	18443
3	9	17254	22770	6	356
3	9	23024	24944	7	254
3	9	25308	27634	8	364
3	9	27985	27985	9	351
3	9	28245	31325	10	260
3	9	31561	33015	11	236
3	9	33378	34348	12	363
3	9	34686	37034	13	338
3	9	37385	42263	14	351
3	9	42517	45648	15	254
3	9	46010	54142	16	362
3	9	54386	56420	17	244
3	9	56668	57152	18	248
3	9	57514	59936	19	362
3	9	60179	61749	20	243
3	9	62096	63626	21	347
3	9	63965	68137	22	339
3	9	68502	75188	23	365
3	9	75437	78470	24	249
3	9	78612	80190	25	142
3	9	80680	82980	26	490
3	2	83589	83589	2	65746
3	2	86485	86707	3	2896
3	1	87156	87156	3	86571
3	2	87156	87156	4	449
3	2	87522	87641	5	366
3	2	88337	88337	6	696
3	4	87282	88452	2	86697
3	6	88223	88571	2	87638
3	2	88826	88953	7	489
3	6	88826	88953	3	255
3	7	88337	89072	1	0
3	9	83224	89433	27	244
3	2	89308	89561	8	355
3	9	89796	90029	28	363
3	4	88696	90156	3	244
3	7	89433	90156	2	361
3	9	90379	90379	29	350
3	7	90498	90969	3	342
3	4	90498	91562	4	342
3	7	91320	91684	4	351
3	6	89308	92066	4	355
3	2	89911	92066	9	350
3	9	91091	92544	30	712
3	4	91818	92776	5	256
3	9	92899	93020	31	355
3	2	92416	93374	10	350
3	2	93867	94227	11	493
3	7	91941	94232	5	257
3	6	92412	94593	5	346
3	2	94478	94593	12	251
3	9	93495	94597	32	475
3	7	94481	94723	6	249
3	2	94723	94723	13	130
3	6	94729	94865	6	136
3	7	94865	94996	7	142
3	2	94858	95112	14	135
3	6	95112	95232	7	247
3	7	95232	95235	8	236
3	2	95592	95739	15	480
3	9	94729	95977	33	132
3	4	93020	96692	6	244
3	2	96815	96815	16	1076
3	7	96699	96941	9	1464
3	4	96941	97064	7	249
3	2	97306	97654	17	491
3	4	97654	98017	8	590
3	7	97778	98024	10	837
3	4	98255	98858	9	238
3	7	98737	99079	11	713
3	2	98024	99318	18	370
3	7	99323	99560	12	244
3	2	99560	99560	19	242
3	2	99912	99912	20	352
3	2	100050	100050	21	138
3	2	100175	100297	22	125
3	7	100537	100537	13	977
3	1	96104	101388	4	8948
3	7	101870	101999	14	1333
3	2	101505	103173	23	1208
3	2	103416	104018	24	243
3	7	102355	104141	15	356
3	2	104375	104375	25	357
3	2	104827	105061	26	452
3	7	105061	105061	16	920
3	7	105428	105545	17	367
3	4	99202	105661	10	344
3	7	106257	106389	18	712
3	2	106032	106515	27	971
3	7	106658	106789	19	269
3	1	101632	107042	5	244
3	2	106651	107042	28	136
3	7	107035	107166	20	246
3	2	107667	107667	29	625
3	7	107667	107667	21	501
3	7	108161	108292	22	494
3	2	108530	108893	30	863
3	2	109016	109479	31	123
3	4	106032	109831	11	371
3	2	109956	110203	32	477
3	2	110452	111448	33	249
3	2	111789	112375	34	341
3	4	110079	113909	12	248
3	2	113450	114495	35	1075
3	4	114149	114495	13	240
3	2	114851	114978	36	356
3	4	115097	115343	14	602
3	2	115219	115473	37	241
3	4	115704	115718	15	361
3	4	115962	116183	16	244
3	4	116438	116438	17	255
3	1	107414	116563	6	372
3	9	116824	117189	34	20847
3	9	117542	118711	35	353
3	9	119294	130194	36	583
3	9	130905	131158	37	711
3	9	131400	135906	38	242
3	9	136146	139737	39	240
3	9	139998	141086	40	261
3	9	141211	141211	41	125
3	9	141575	141596	42	364
3	9	141854	147156	43	258
3	9	147514	148912	44	358
3	9	149278	149778	45	366
3	9	150021	151018	46	243
3	9	151378	152845	47	360
3	9	152994	154185	48	149
3	9	154438	154438	49	253
3	9	154809	156255	50	371
3	9	156735	157560	51	480
3	9	157908	160672	52	348
3	9	160920	161528	53	248
3	9	161896	169642	54	368
3	9	189734	191313	55	20092
3	9	191452	195251	56	139
3	9	195605	195956	57	354
3	9	196193	197838	58	237
3	9	198078	198078	59	240
3	4	195949	199029	18	79511
3	9	199267	199281	60	1189
3	4	199405	199645	19	376
3	2	198078	200375	38	82605
3	9	199529	200375	61	248
3	4	199883	200734	20	238
3	2	200612	201577	39	237
3	4	201205	201577	21	471
3	9	200855	201688	62	480
3	9	202163	202170	63	475
3	4	201925	202413	22	348
3	2	202530	202530	40	953
3	4	203013	203137	23	600
3	4	203370	203725	24	233
3	2	203848	203848	41	1318
3	4	205419	205780	25	1694
3	2	205546	205780	42	1698
3	4	206881	206881	26	1101
3	2	206028	207114	43	248
3	9	203137	207367	64	967
3	9	207618	208684	65	251
3	4	207240	208804	27	359
3	4	209286	209286	28	482
3	9	209058	209891	66	374
3	4	209763	211073	29	477
4	8	121	347	1	0
4	6	464	464	1	0
4	8	819	819	2	472
4	1	943	943	1	0
4	5	121	1433	1	0
4	1	1433	1433	2	490
4	3	1065	1665	1	0
4	8	1665	1665	3	846
4	5	1908	3198	2	475
4	6	3198	3198	2	2734
4	6	3675	4026	3	477
4	7	2161	4156	1	0
4	5	3675	4275	3	477
4	6	4275	5257	4	249
4	7	4514	5264	2	358
4	6	5394	5765	5	137
4	7	5633	6020	3	369
4	7	6247	6254	4	227
4	7	6610	7205	5	356
4	6	6247	7433	6	482
4	8	8379	8379	4	6714
4	7	7547	8622	6	342
4	1	8379	8622	3	6946
4	8	8622	9111	5	243
4	8	9590	9590	6	479
4	1	8863	9940	4	241
4	8	9944	10058	7	354
4	5	4641	10170	4	366
4	1	10058	10538	5	118
4	8	10182	11002	8	124
4	1	10890	11119	6	352
4	6	11233	11233	7	3800
4	8	11233	11233	9	231
4	2	11566	11566	1	0
4	5	10656	11689	5	486
4	2	11814	11814	2	248
4	1	11566	11819	7	447
4	8	11931	11931	10	698
4	5	11931	12282	6	242
4	8	12277	12282	11	346
4	8	12539	12539	12	257
4	5	12526	12669	7	244
4	6	12545	12672	8	1312
4	1	12401	13030	8	582
4	8	13030	13494	13	491
4	1	13491	13497	9	461
4	7	13491	13497	7	4869
4	5	13382	13631	8	713
4	6	13631	13631	9	959
4	7	13631	13751	8	134
4	8	13751	13997	14	257
4	1	14000	14000	10	503
4	5	14004	14118	9	373
4	8	14118	14118	15	121
4	5	14245	14245	10	127
4	1	14245	14245	11	245
4	6	14482	14482	10	851
4	1	14720	14720	12	475
4	5	14609	14729	11	364
4	5	14964	14964	12	235
4	8	14485	15085	16	367
4	8	15437	15437	17	352
4	5	15437	15553	13	473
4	1	14851	15662	13	131
4	8	15772	15772	18	335
4	5	15884	15888	14	331
4	1	16003	16127	14	341
4	1	16362	16362	15	235
4	8	16127	16489	19	355
4	1	16491	16608	16	129
4	8	16717	16826	20	228
4	1	16943	17299	17	335
4	5	16236	17532	15	348
4	1	17532	17532	18	233
4	8	17060	17544	21	234
4	5	17664	18155	16	132
4	8	18286	18286	22	742
4	1	17664	18290	19	132
4	8	18530	18530	23	244
4	5	18404	18644	17	249
4	7	18766	18766	9	5015
4	8	18766	18769	24	236
4	1	18530	19252	20	240
4	8	19009	19366	25	240
4	8	20433	20548	26	1067
4	8	20924	20924	27	376
4	1	19700	21394	21	448
4	8	21394	21643	28	470
4	8	22114	22241	29	471
4	7	22617	22617	10	3851
4	5	22610	23000	18	3966
4	8	23240	23240	30	999
4	8	23591	23591	31	351
4	8	23847	23847	32	256
4	8	24293	24412	33	446
4	1	21752	24419	22	358
4	1	24679	25736	23	260
4	1	25971	25971	24	235
4	8	26087	26201	34	1675
4	1	86231	86585	25	60260
4	6	86927	86927	11	72445
4	6	87398	87398	12	471
4	6	87995	87995	13	597
4	1	86927	88121	26	342
4	6	88123	88123	14	128
4	2	88121	88619	3	76307
4	6	89089	89212	15	966
4	3	88246	89326	2	86581
4	2	88966	89326	4	347
4	9	88117	89453	1	0
4	9	89812	89933	2	359
4	7	88966	90294	11	66349
4	6	89453	90779	16	241
4	9	90170	91025	3	237
4	6	91152	91404	17	373
4	2	89569	91429	5	243
4	9	91399	91785	4	374
4	6	91417	91785	18	13
4	3	89686	91910	3	360
4	2	91780	92150	6	351
4	9	92031	92150	5	246
4	6	92031	92156	19	246
4	2	92167	92291	7	17
4	2	92415	92636	8	124
4	6	92405	92749	20	249
4	9	92291	92873	6	141
4	2	92996	93245	9	360
4	9	93119	93372	7	246
4	3	92150	93721	4	240
4	7	90537	94078	12	243
4	2	93486	94430	10	241
4	6	93372	94548	21	623
4	3	94078	95033	5	357
4	6	94912	95377	22	364
4	3	95493	95505	6	460
4	7	94663	95861	13	585
4	3	96087	96087	7	582
4	2	94786	96100	11	356
4	6	95505	96100	23	128
4	7	96100	96100	14	239
4	3	96219	96339	8	132
4	9	94199	96843	8	827
4	2	96594	96843	12	494
4	2	97322	97322	13	479
4	3	96594	99236	9	255
4	3	99472	99703	10	236
4	6	99829	99952	24	3729
4	1	96955	100071	27	8834
4	2	100071	100076	14	2749
4	6	100536	100646	25	584
4	6	102571	102571	26	1925
4	6	103215	103215	27	644
4	3	100192	103470	11	489
4	6	104069	104069	28	854
4	1	100310	104203	28	239
4	1	104340	104940	29	137
4	3	103830	105755	12	360
4	1	105271	106500	30	331
4	7	107245	107245	15	11145
4	7	109018	109018	16	1773
4	3	106003	110073	13	248
4	3	110419	110419	14	346
4	3	110902	111021	15	483
4	3	111267	112107	16	246
4	2	112746	112863	15	12670
4	1	106991	113919	31	491
4	3	112236	115468	17	129
4	3	115708	115829	18	240
4	2	116295	116409	16	3432
4	1	114269	117000	32	350
4	3	116186	117343	19	357
4	9	117343	117463	9	20500
4	1	117343	117580	33	343
4	1	117711	118194	34	131
4	1	118327	118554	35	133
4	1	188093	188574	36	69539
4	9	188093	188692	10	70630
5	6	464	464	1	0
5	6	702	818	2	238
5	8	121	1064	1	0
5	4	121	1308	1	0
5	1	1432	1432	1	0
5	8	1664	1664	2	600
5	4	1664	1664	2	356
5	9	1784	1788	1	0
5	3	1308	1897	1	0
5	7	1897	1901	1	0
5	1	1784	1904	2	352
5	6	1904	1904	3	1086
5	9	1904	1904	2	116
5	4	2017	2503	3	353
5	7	2260	2736	2	359
5	7	3073	4022	3	337
5	4	2961	4503	4	458
5	7	4503	5122	4	481
5	4	4874	5246	5	371
5	6	3657	5741	4	1753
5	7	5384	5748	5	262
5	7	6010	6241	6	262
5	6	6130	6961	5	389
5	4	5384	7078	6	138
5	6	7315	7427	6	354
5	7	6844	8249	7	603
5	8	8495	8495	3	6831
5	6	8495	8495	7	1068
5	1	8613	8613	3	6709
5	8	8868	8868	4	373
5	7	8613	9105	8	364
5	8	9712	9712	5	844
5	1	8868	10550	4	255
5	8	10677	10677	6	965
5	8	10917	11036	7	240
5	8	11395	11395	8	359
5	1	10911	11507	5	361
5	2	11635	11635	1	0
5	8	11744	11744	9	349
5	1	11751	12693	6	244
5	8	13042	13042	10	1298
5	4	7427	13153	7	349
5	4	13282	13282	8	129
5	8	13287	13539	11	245
5	1	13042	13673	7	349
5	1	14281	14749	8	608
5	2	15004	15004	2	3369
5	7	15004	15004	9	5899
5	8	15011	15141	12	1472
5	1	15016	15386	9	267
5	4	13407	15641	9	125
5	8	15766	15886	13	625
5	8	16137	16256	14	251
5	1	16130	16751	10	744
5	8	16879	17465	15	623
5	7	17800	17800	10	2796
5	1	17113	18396	11	362
5	8	18403	18403	16	938
5	4	15766	18881	10	125
5	1	18644	18881	12	248
5	7	18990	19107	11	1190
5	7	19341	19583	12	234
5	7	19833	20820	13	250
5	7	21313	21313	14	493
5	7	21676	21926	15	363
5	7	22258	22508	16	332
5	1	22755	23000	13	3874
5	4	22762	23120	11	3881
5	7	23238	23353	17	730
6	4	121	236	1	0
6	7	236	464	1	0
6	2	464	585	1	0
6	3	464	588	1	0
6	8	121	699	1	0
6	7	699	699	2	235
6	7	1061	1184	3	362
6	8	1061	1552	2	362
6	7	1552	1661	4	368
6	8	1893	1893	3	341
6	7	1905	1905	5	244
6	2	1905	2138	2	1320
6	7	2133	2138	6	228
6	7	2832	2832	7	694	
6	4	3535	3535	2	3299
6	1	4016	4016	1	0
6	4	4016	4135	3	481
6	5	3058	4248	1	0
6	8	2717	4374	4	824
6	1	4374	4374	2	358
6	3	4374	4501	2	3786
6	4	4745	4752	4	610
6	1	4752	4752	3	378
6	3	4752	4752	3	251
6	8	4745	4993	5	371
6	5	6359	8244	2	2111
6	7	8975	8975	8	6143
6	5	8612	9098	3	368
6	5	9474	10067	4	376
6	4	6359	10297	5	1607
6	5	10424	10424	5	357
6	5	11862	11983	6	1438
6	4	12439	12567	6	2142
6	4	13050	13160	7	483
6	4	13285	13408	8	125
6	4	13661	13661	9	253
6	4	14168	14168	10	507
6	8	11513	14404	6	6520
6	8	14756	15139	7	352
6	8	15509	15630	8	370
6	4	15134	15637	11	966
6	4	15882	15882	12	245
6	4	16260	16260	13	378
6	4	16874	17236	14	614
6	4	17588	17704	15	352
6	4	19113	19113	16	1409
6	8	15882	21071	9	252
6	8	21680	21806	10	609
6	8	22272	22272	11	466
6	7	88557	88557	9	79582
6	4	89899	90018	17	70786
6	2	90368	90368	3	88230
6	4	90368	90368	18	350
6	4	91080	91194	19	712
6	2	91194	91194	4	826
6	3	92307	92307	4	87555
6	7	92416	92527	10	3859
6	3	92654	92654	5	347
6	2	92527	92902	5	1333
6	7	92902	92902	11	375
6	9	92186	93259	1	0
6	9	93623	93623	2	364
6	2	93143	93856	6	241
6	3	92902	94107	6	248
6	9	93983	94357	3	360
6	2	94224	94604	7	368
6	7	93259	94716	12	357
6	4	92186	94843	20	992
6	9	94716	94967	4	359
6	7	95089	95216	13	373
6	9	95335	95457	5	368
6	3	94238	95464	7	131
6	2	95216	95732	8	612
6	9	95739	95739	6	282
6	4	95335	95865	21	492
6	4	96104	96104	22	239
6	7	95464	96231	14	248
6	9	96104	96352	7	365
6	2	96231	96352	9	499
6	2	96714	97562	10	362
6	4	96588	98524	23	484
6	9	96714	98524	8	362
6	2	97811	98648	11	249
6	7	97315	98887	15	1084
6	4	98891	98891	24	367
6	3	95725	99122	8	261
6	9	98887	99122	9	363
6	2	98891	99122	12	243
6	7	99122	99122	16	235
6	4	102988	102988	25	4097
6	4	104289	104289	26	1301
6	4	104898	104898	27	609
6	4	105468	105468	28	570
6	4	105934	105941	29	466
6	7	106301	106301	17	7179
6	4	106534	106534	30	593
6	4	106905	106905	31	371
7	2	1785	1785	1	0
7	6	1901	1901	1	0
7	2	1915	2028	2	130
7	2	2144	2493	3	116
7	9	1785	2617	1	0
7	6	2034	2842	2	133
7	6	3188	3188	3	346
7	6	3538	3538	4	350
7	2	2842	4024	4	349
7	4	1785	4143	1	0
7	6	4256	4256	5	718
7	9	2954	4753	2	337
7	3	1785	5266	1	0
7	6	4886	5509	6	630
7	3	5509	5764	2	243
7	4	4509	5995	2	366
7	6	5884	6124	7	375
7	4	6124	6952	3	129
7	3	6002	7068	3	238
7	4	7294	7405	4	342
7	6	6952	8002	8	828
7	3	7405	8366	4	337
7	6	8620	8620	9	618
7	2	4382	8857	5	358
7	9	5124	8857	3	371
7	4	8002	8857	5	597
7	3	8620	8857	5	254
7	6	9826	9826	10	1206
7	3	9939	9939	6	1082
7	1	10674	10674	1	0
7	3	10794	10794	7	855
7	2	10794	10794	6	1937
7	1	11384	11384	2	710
7	2	11742	11742	7	948
7	2	12198	12444	8	456
7	3	11855	12570	8	1061
7	1	13037	13037	3	1653
7	2	13037	13044	9	593
7	3	13030	13288	9	460
7	3	13679	13927	10	391
7	2	13927	13927	10	883
7	3	14893	14893	11	966
7	1	15270	15270	4	2233
7	3	15525	15525	12	632
7	4	15636	15643	6	6779
7	6	15770	15770	11	5944
7	6	16021	16021	12	251
7	1	16258	16265	5	988
7	2	16265	16393	11	2338
7	3	16140	16520	13	615
7	1	16997	16997	6	732
7	3	16876	17574	14	356
7	2	17574	17684	12	1181
7	3	17803	18280	15	229
7	1	18656	18656	7	1659
7	4	18656	18656	7	3013
7	2	19102	19109	13	1418
7	1	19109	19348	8	453
7	2	19467	19467	14	358
7	3	18656	19576	16	376
7	2	19837	19837	15	370
7	9	19837	19837	4	10980
7	1	19837	20086	9	489
7	4	20086	20086	8	1430
7	3	19959	20320	17	383
7	2	20327	20588	16	490
7	1	20461	20595	10	375
7	4	20704	20704	9	618
7	3	20588	20958	18	268
7	2	20832	20958	17	244
7	1	20958	20958	11	363
7	1	21324	21324	12	366
7	3	21324	21810	19	366
7	1	21689	21810	13	365
7	2	21924	21924	18	966
7	9	22258	22258	5	2421
7	3	22258	22258	20	448
7	3	248584	248815	21	226326
7	1	248815	248815	14	227005
7	3	249170	249428	22	355
7	1	250003	250003	15	1188
7	3	249772	250125	23	344
7	3	250831	250831	24	706
7	2	252876	252990	19	230952
7	2	254091	254337	20	1101
7	2	258778	258778	21	4441
7	1	258778	258902	16	8775
7	4	258902	258902	10	238198
7	3	258902	259251	25	8071
7	3	259513	259755	26	262
7	3	260225	260225	27	470
7	2	259128	260580	22	350
7	3	260707	261074	28	482
7	2	261191	261191	23	611
7	1	261544	261544	17	2642
7	3	261435	261664	29	361
